age,income,web_visits,prior_purch,segment,treatment,uplift_score,policy_targeted
43,137373.90584898743,27,0,D,0,0.2854536019059522,1
37,161418.28338140878,20,0,D,0,0.3728727376017873,1
55,292563.01318135054,13,0,E,0,0.2056595362342959,1
36,85110.28040583155,14,1,D,0,0.31111965817476495,1
18,143665.27734923048,29,0,E,0,0.20099547464137546,1
45,139508.29355057023,28,1,D,0,0.3347493927226708,1
45,84732.25308634959,19,1,E,1,0.3319616075787297,1
20,38937.60586810963,29,1,D,0,0.2314593313289908,1
62,144571.503163811,15,1,A,0,0.2579927893056818,1
29,97720.36656186813,19,1,E,1,0.3468535289129018,1
56,101963.5712199172,15,1,D,0,0.3594606648809079,1
33,72187.7507444961,22,1,B,1,0.3470671294872969,1
30,23554.50744641157,29,1,D,1,0.2031033266562624,1
44,111480.1549930248,7,1,A,1,0.20400757905749456,1
34,115466.26204974957,21,0,A,0,0.27308377101268005,1
48,151903.87821446868,27,1,A,0,0.24402316650275757,1
40,156200.02123696322,28,1,A,1,0.32832671407845715,1
33,46137.34692384043,21,1,B,1,0.27424087449125367,1
44,70478.63640865045,12,1,B,0,0.25905803339512945,1
32,30749.58595518457,25,1,B,0,0.23613137236756063,1
27,134421.4299197183,11,1,B,1,0.3388089523894292,1
27,253516.2684437508,26,0,E,1,0.2684925572640319,1
35,41749.7520013401,27,1,E,0,0.2575773616996317,1
57,59742.26751724118,23,1,E,1,0.2522177487350903,1
39,235996.44065646056,11,0,E,0,0.21793254514646287,1
50,78944.89143866551,27,1,B,0,0.23322020263548937,1
22,52892.05965217646,18,1,D,0,0.22013613033690393,1
26,119111.34930540844,20,1,D,0,0.29946159052806975,1
21,21996.987699698664,21,1,B,1,0.2233157973842946,1
32,55465.29861616995,15,1,B,1,0.23016199140637908,1
36,60763.35128033997,25,1,D,1,0.24928738521210853,1
28,57118.3087263928,23,1,E,0,0.2243027500755469,1
37,99637.37871180051,26,0,E,1,0.2127158178210087,1
44,62962.86266889293,20,1,D,0,0.24864471241763536,1
49,82308.59398602648,20,1,D,1,0.2797823184977672,1
52,48592.46633554237,20,1,E,0,0.22091320093678318,1
39,126590.17419950396,28,1,B,1,0.2399711273846329,1
35,38868.921259074166,20,1,C,0,0.2131227694207346,1
56,37208.54769212324,24,1,B,0,0.27627479818017403,1
31,118750.87885016671,14,1,B,1,0.3559608972618332,1
49,165298.3343322315,9,0,C,1,0.20551415766102277,1
35,80004.20262569281,27,1,B,0,0.37114172427341396,1
34,100066.85000998514,15,0,D,1,0.2012329213361858,1
34,38592.693591281546,22,1,D,0,0.23427333452065674,1
28,178169.12376508117,13,0,B,1,0.31060809396960976,1
40,69304.09304081734,28,1,C,0,0.25217336787025885,1
37,42196.97365672431,28,1,D,0,0.22642708202923872,1
47,45612.90703767187,24,1,B,1,0.24685804020841173,1
32,108703.55207874786,28,0,A,1,0.24674972246798302,1
22,122650.28938924098,17,0,D,1,0.209548424832218,1
31,97421.22201477528,20,1,B,1,0.32196619827158274,1
59,90014.7272786874,19,1,B,1,0.25727369670458866,1
42,49874.123558614745,25,1,E,1,0.2071423137361837,1
21,51120.99542775023,26,1,B,0,0.2757950375734362,1
55,187450.1388331813,8,1,C,1,0.26165194415996257,1
34,116374.56686543804,18,0,D,1,0.27409914372031113,1
24,219286.6292106872,25,0,C,1,0.457264834415338,1
62,103370.14667176982,13,1,B,0,0.34142236651803043,1
37,103811.4579605313,26,0,C,0,0.21780670692547602,1
39,104936.6953568928,26,1,A,0,0.3127211959705741,1
56,67945.21054528102,16,1,D,0,0.25636887021674176,1
40,97432.46148367308,22,1,A,0,0.3010185153963384,1
36,194834.1239776428,28,1,D,0,0.506894256548549,1
32,135867.13005834777,13,0,C,0,0.21726408997034224,1
26,74003.90469123577,22,1,B,1,0.32359671640125587,1
27,63754.91377700145,12,1,B,0,0.22531731048834108,1
32,366843.0145984301,3,0,A,1,0.7118513780933307,1
47,102526.86448141954,21,0,B,1,0.2087729722586656,1
33,108648.95997482228,28,0,E,1,0.2354011431677907,1
36,18553.42720002908,22,1,B,1,0.23530644444491744,1
24,79797.623708654,20,1,A,1,0.2953204253436816,1
37,142402.15960409763,20,0,C,0,0.30122835886139976,1
51,54433.09580320657,19,1,E,0,0.20571372937660654,1
39,127112.2647056311,26,0,B,1,0.29053287725529264,1
65,159743.6294188195,18,0,B,0,0.23279901459101676,1
43,106366.54402853169,3,1,E,1,0.23470124988917834,1
22,66566.97368570605,16,1,D,1,0.3216957754543118,1
37,76473.01658144894,22,1,A,1,0.2916274005058078,1
62,253706.03645426096,15,0,D,0,0.21799240678117837,1
36,50695.187190831326,23,1,E,1,0.2596236305037906,1
42,84032.45449381747,24,1,C,0,0.2962837341084987,1
54,170594.46271609,14,0,A,0,0.3703464381885818,1
50,34593.32490344286,24,1,E,1,0.19828403658198412,1
22,101640.23259247682,23,0,B,1,0.2124936005050722,1
28,63832.147484943074,26,1,B,0,0.3059618924842775,1
28,26010.82132781655,29,1,E,1,0.233745445604924,1
43,87605.14466068828,26,0,B,1,0.21176144275832215,1
53,93122.95395532332,15,1,E,1,0.32444956602923186,1
24,56428.07765301875,11,1,E,0,0.2034634159349789,1
70,200496.84342260213,29,0,A,0,0.23609719607179325,1
34,126169.31020367716,19,0,E,0,0.23337031180092518,1
62,81037.47071496594,16,1,B,1,0.229825937145474,1
33,106797.0239551074,23,0,B,1,0.3241747912840547,1
28,42613.44076586383,23,1,D,1,0.20887573979278515,1
46,100159.60661901806,26,0,B,1,0.21769296971796032,1
65,228098.860596825,25,1,A,0,0.2486158527012442,1
19,52422.227878139376,16,1,B,0,0.24323223033691266,1
66,84444.11591034713,14,1,C,1,0.2058025903134706,1
31,61346.72181484427,26,1,B,1,0.28232915202094844,1
53,101257.43078706918,21,1,E,0,0.29461833469766646,1
28,95993.05835023728,16,1,E,0,0.2780567545853272,1
28,144971.10081105394,20,0,A,0,0.2883423970277885,1
47,59208.7733684728,23,1,E,1,0.2460985749460679,1
53,23661.84459775488,26,1,E,0,0.22717931356822685,1
62,109974.47401497888,20,1,B,1,0.2824339595334741,1
23,97868.55101729328,27,1,D,0,0.3237250380171912,1
42,126655.01787738784,19,0,A,0,0.2200149912329268,1
41,155531.99691807898,26,0,A,0,0.3399498173659735,1
32,59308.72210938568,29,1,E,0,0.2988356319190941,1
44,133580.71349209757,15,0,A,1,0.22554519769763107,1
58,80626.65251589812,11,1,B,1,0.2987985414666483,1
41,119842.634660805,12,0,D,1,0.22753985348272485,1
31,101032.77856970346,26,0,C,1,0.23471624988753856,1
41,163468.27130011274,21,0,D,1,0.3686356175408839,1
24,32704.111466100967,29,1,C,0,0.19923067806156639,1
50,60330.198077500216,29,1,B,1,0.21474690109955635,1
50,136530.06045612646,20,0,A,0,0.22423077941991865,1
25,38816.283593821136,21,1,E,1,0.2181507971084436,1
45,42594.44399517619,27,1,E,1,0.20711220631776334,1
37,82480.92108490669,23,1,B,1,0.38047632320344876,1
39,36586.50940200749,29,1,E,0,0.26703531682371817,1
44,178955.91490214333,29,0,C,1,0.26972653106786987,1
55,63741.6796730737,25,1,C,1,0.20613199876566357,1
53,100066.38867914198,4,1,B,0,0.21683840441850138,1
19,286699.82559222827,13,0,B,0,0.5449824752490351,1
37,67735.14726856044,29,1,A,1,0.24522694207401546,1
24,59109.28672352734,22,1,D,1,0.23391481651910348,1
45,44724.90063169322,19,1,B,0,0.2219132930410943,1
62,185820.2551338632,14,0,A,0,0.3090491924515461,1
45,127003.1007229362,21,1,B,1,0.3470894643571151,1
64,82658.65034667903,14,1,B,1,0.2574265022594979,1
36,87625.36713394319,28,1,B,0,0.37653831728064663,1
28,546520.5850611443,11,1,D,0,0.3102049579935082,1
43,222890.8055082368,21,0,B,0,0.25606262206052244,1
38,70416.76244437137,18,1,D,1,0.2970618427221092,1
38,73828.224769392,12,1,A,1,0.22453390032956802,1
23,37121.56284305115,29,1,C,0,0.2662448724118893,1
52,144080.820905085,15,1,A,0,0.31173449527367536,1
29,66796.94462671234,11,1,A,1,0.22285857027054756,1
52,101668.27360071152,23,1,E,0,0.2849449745327324,1
25,70695.36971942759,28,1,C,1,0.30099142480676333,1
67,187674.1299436268,17,0,A,1,0.3473764286651007,1
51,35015.61129657695,23,1,D,1,0.36744044348435373,1
31,38931.58514139149,29,1,C,0,0.2378815491246935,1
44,40580.6935539778,25,1,B,1,0.2474687117451615,1
35,56739.6427912782,23,1,D,1,0.261956481627451,1
27,64423.936833272426,21,1,B,0,0.3179840383102546,1
18,52537.34373338179,17,1,B,0,0.24323223033691266,1
36,78797.82365550779,18,1,E,0,0.31799544498938587,1
55,22599.73997096943,27,1,B,0,0.20306515378472878,1
29,136993.41805368022,19,0,B,1,0.3209167923076774,1
48,116148.48285895394,20,1,C,0,0.2954827204827788,1
46,86401.4837521121,21,1,B,1,0.36537911954801894,1
39,69247.9129424088,24,1,E,0,0.30193266786956124,1
41,57039.24953296448,24,1,B,0,0.2747632249728644,1
44,189892.3864385714,20,0,B,1,0.40977678926465877,1
18,75537.36344511359,29,1,E,0,0.30065077619633457,1
63,167844.20469025537,15,0,A,0,0.32262240288420374,1
62,169143.8201052012,22,0,C,1,0.21587028103840783,1
60,33336.70343619127,24,1,B,1,0.20244915629407423,1
53,57664.66299213535,21,1,C,1,0.20763635745723286,1
60,194910.1634531637,12,0,C,1,0.24738010247599984,1
42,53723.20707806661,22,1,D,1,0.2049148484327051,1
27,119533.09079292684,27,0,D,1,0.2683498195227192,1
46,102596.80245094754,19,1,E,0,0.3229242389482293,1
24,110977.47519873022,25,1,D,1,0.30301969302041565,1
42,112668.97158928764,27,0,D,1,0.21203439151810413,1
57,52595.242919699136,11,1,B,0,0.20567816058666483,1
41,160285.60827341408,28,1,C,1,0.2716307584272001,1
25,61378.827717504864,22,1,E,0,0.2144494466417188,1
33,22687.896183156983,19,1,E,0,0.21859609856492807,1
38,132641.09782779313,27,0,C,1,0.2886225506204388,1
31,108918.21397244476,21,1,D,0,0.30296631033277677,1
38,182807.66517747904,20,0,E,1,0.23967960020601864,1
35,148292.95220270703,28,0,C,1,0.3245804398307305,1
35,68479.40717173691,25,1,B,0,0.3877449174041537,1
43,113045.37231306072,24,1,B,1,0.3961153792327961,1
33,88866.33684619008,19,1,A,0,0.29845574140273173,1
26,69398.55805086381,29,1,B,0,0.31929518005900986,1
40,56649.00838770608,22,1,D,0,0.2117311392751074,1
29,140869.725804197,17,0,E,1,0.2518273034549149,1
67,301045.1354420863,9,0,B,0,0.33315707164322306,1
33,24145.98680399838,23,1,E,0,0.26031222847407887,1
57,124430.74334932875,2,1,B,1,0.23569023947077206,1
31,115298.80747304398,19,0,D,1,0.24973130252571685,1
29,46389.46177026644,16,1,D,0,0.19994625923584525,1
51,167354.69901571597,13,0,C,0,0.35598430859993613,1
53,112765.35845532968,13,1,E,1,0.38506041502838206,1
65,52179.95777464141,23,1,B,1,0.2181515852476673,1
23,29706.29346027836,29,1,C,0,0.19923067806156639,1
50,79709.77642019838,23,1,E,1,0.2805057958237419,1
33,71544.32576557754,12,1,E,0,0.25661202358164176,1
63,249271.8358636881,13,0,D,1,0.29194854062725195,1
44,143793.81530623542,20,0,D,0,0.28510836735138556,1
18,134689.7256258195,18,1,B,1,0.4684577731753389,1
44,83068.4761709444,11,1,E,1,0.3387342718224453,1
21,65075.35778472969,19,1,B,0,0.3459821674733242,1
39,56227.13163273453,18,1,C,0,0.20802152080164163,1
29,139190.05393582635,11,0,B,1,0.23221467839650806,1
50,78063.34161130585,15,1,B,0,0.3362429636454242,1
35,96204.623458495,26,0,B,0,0.23165445400258344,1
23,151716.119861485,20,1,C,0,0.3778793545556268,1
42,155252.23424223094,5,0,B,1,0.23218707968693805,1
31,173551.51166673598,27,0,A,0,0.4233979649166062,1
45,121367.97981745689,27,0,D,1,0.27540819156440044,1
34,56044.36743529286,24,1,C,0,0.23518353141878293,1
42,62045.33273930478,26,1,D,1,0.20944434051436644,1
43,63708.8356072294,11,1,E,1,0.2185251407782423,1
33,59914.7973010155,13,1,B,1,0.22733637348698857,1
68,86333.01552756954,22,1,B,0,0.1980838531217315,1
62,88715.99858506628,13,1,D,0,0.2636867466843795,1
45,132655.6356271751,27,0,A,0,0.25640420695294786,1
28,66486.41999384869,24,1,C,0,0.2826385504328401,1
24,117343.51236270294,19,1,C,0,0.35792719061220346,1
43,70964.5812474263,21,1,B,0,0.3419570852346085,1
18,76336.2601087051,17,1,B,0,0.325484895615356,1
18,189785.4825226242,27,0,B,1,0.4642786322297775,1
48,67122.88490476251,23,1,C,0,0.2772468947804933,1
67,138669.13281862426,13,0,B,0,0.29009027027213236,1
47,73650.16271810805,27,1,B,0,0.23743454976974082,1
44,109221.24521683624,24,0,A,0,0.2024928970084085,1
29,170966.28372562138,26,0,C,1,0.35091633476617173,1
33,66261.5605535551,29,1,E,1,0.37974971996397,1
22,116832.38695773076,22,0,B,1,0.2630406229460585,1
28,248217.30982466985,27,0,C,1,0.3359894018335321,1
28,146743.2486315926,20,0,B,1,0.2509582674907481,1
66,170570.215438594,9,0,B,0,0.3424551201559533,1
28,88349.7548502792,23,1,B,0,0.3244772502175826,1
39,101397.2254972428,21,0,D,1,0.22578395387833683,1
43,63550.74105869317,26,1,B,0,0.2917282281089564,1
61,109519.55612292109,8,1,B,1,0.2064643543882399,1
34,99783.67876170432,18,1,D,1,0.35388971189395924,1
42,141198.7780706591,12,0,B,0,0.28145056418312886,1
32,80610.76988087097,25,1,B,0,0.3636883221057172,1
24,86092.5953191239,20,1,E,0,0.3104649266534166,1
25,221629.71487988,23,0,B,1,0.3307934341391051,1
23,47229.13354747927,20,1,B,1,0.22924141803889564,1
43,35803.28140717843,27,1,B,1,0.21810584712317266,1
54,53830.31789840623,28,1,B,0,0.20753824458335085,1
19,259463.5105200777,0,0,B,0,0.6131152934449412,1
34,28073.229914154494,23,1,E,1,0.22534536863268195,1
24,94476.97224339096,24,1,B,0,0.35174446494647504,1
27,106710.3857586978,29,0,E,0,0.21077135046503465,1
54,123995.59754760316,23,1,D,1,0.27512075144589343,1
31,188195.55354109785,16,1,E,0,0.27786291955590126,1
32,76964.38051790521,26,0,B,1,0.2104993615572279,1
44,113898.60000082562,25,1,C,0,0.26252780874038334,1
50,157308.84364061168,24,0,E,1,0.23148395873293803,1
45,113821.38036050636,29,0,B,1,0.2901191109005472,1
41,107614.61061944996,15,0,B,0,0.22984310364477487,1
46,130858.49799692968,13,0,D,1,0.2252389342507764,1
55,141695.8289337102,22,0,D,1,0.22527282190991488,1
32,62548.18397686072,17,1,B,0,0.2569712559935485,1
47,102431.88144631695,11,1,C,1,0.3223249116026924,1
54,71660.17901253689,22,1,A,0,0.23638174920842525,1
48,83681.164507705,19,1,D,0,0.25599237056011415,1
38,67345.11586233595,18,1,B,0,0.36343849019727353,1
41,132590.6092843537,13,0,E,0,0.23807218035300864,1
40,190608.51088600268,28,0,A,1,0.5212490988314862,1
34,116863.50157275485,23,0,B,1,0.3347468265960955,1
29,53062.1631738324,21,1,B,0,0.25409818411963214,1
44,151741.9314093059,24,1,B,1,0.38766153797192104,1
69,252963.3673072147,1,0,E,0,0.28890489144210396,1
60,85144.7000722824,14,1,E,0,0.24519761087064895,1
57,127425.90283975106,22,1,C,1,0.23891685841224142,1
68,120131.93146339022,12,1,D,1,0.2865534541094536,1
56,99386.56992686112,20,1,E,0,0.2668661966844938,1
31,147464.86209004337,26,0,B,1,0.2960634953737476,1
41,104467.30439358827,20,0,C,0,0.2012772937077687,1
39,40488.33447196456,29,1,D,1,0.22692082733951485,1
39,177571.58123467016,11,1,B,1,0.3878904833380884,1
43,54504.93784033221,24,1,B,0,0.27595267952156505,1
19,80434.05019037783,26,1,E,1,0.2805927344452143,1
64,94246.70684836172,23,1,B,0,0.23874829366086636,1
22,39610.63631160914,20,1,E,1,0.2094606885603024,1
29,85289.69824144496,16,1,D,1,0.28983459461911004,1
43,135846.8212562208,28,1,B,0,0.337828263430339,1
31,45493.99902145392,21,1,E,1,0.22320992482470944,1
38,105419.66426823231,4,1,E,0,0.20612015429743472,1
30,138848.6017805844,15,0,E,0,0.233973994601647,1
57,36126.97232828485,29,1,B,1,0.2462777876146508,1
71,191715.45332315087,17,1,A,0,0.5452626133910887,1
34,94722.79701977322,23,0,B,0,0.22549470690083234,1
34,91938.47380946692,24,1,D,0,0.3121405867284295,1
65,89617.37899199285,13,1,A,0,0.26783542915743636,1
22,100021.2208220448,29,1,A,0,0.2853421302802667,1
28,158520.3524000435,12,0,D,0,0.20707435328553417,1
47,129166.15781288422,24,1,D,1,0.22237708818208535,1
53,85068.90487437075,26,1,A,1,0.23702039799462,1
34,51246.39823884192,25,1,D,0,0.23093972378530764,1
47,69148.64925770028,23,1,B,0,0.31761140898583,1
37,152689.10571852382,17,0,B,1,0.30483596241667565,1
38,43897.53495611311,26,1,B,0,0.256376604940476,1
18,210219.6901732921,2,0,D,0,0.21539555581168818,1
43,65446.74243978161,14,1,E,0,0.2672294960520545,1
22,75295.1287619391,28,1,D,1,0.29161093943779326,1
50,73671.90721360556,19,1,B,0,0.3157360392780705,1
37,103364.7685765606,6,1,E,0,0.21288722986239003,1
45,111975.4235868004,21,0,B,0,0.2660991080110057,1
30,143875.71591195377,20,0,D,0,0.26831339446761854,1
18,63441.725448149016,14,1,D,0,0.2173841385472438,1
57,77969.60366121163,14,1,E,0,0.33363627320945355,1
70,292898.37018699973,3,0,D,1,0.33397369912229424,1
37,81095.08984352944,19,1,D,0,0.3337981155128107,1
43,105772.83423201794,11,1,B,0,0.38138732117872853,1
55,141535.0727258667,21,0,B,0,0.30913855234115867,1
57,114930.07764066831,13,1,A,1,0.3676666391739984,1
20,152308.5663265227,16,0,D,0,0.20473866117316716,1
22,45996.87735460001,28,1,D,0,0.21664048560428217,1
35,41348.410357726265,24,1,B,0,0.3003892825024279,1
49,65161.37691991932,17,1,B,1,0.23014698178340198,1
28,251130.28798247885,23,0,E,1,0.25460431653950966,1
50,79088.54908789003,25,1,D,0,0.20772513870305842,1
57,94401.73845523446,27,1,B,1,0.22443465118665373,1
42,248806.19502576257,27,0,B,1,0.24510237779406951,1
36,101991.23185293667,22,0,B,0,0.25866829069884184,1
19,95254.5867812794,26,1,C,0,0.286931819762101,1
18,534473.1072365709,5,0,A,0,0.4790819784048173,1
32,128669.7654871149,17,1,B,1,0.33739945178498437,1
48,120820.04423843464,21,1,A,1,0.3698257804448754,1
18,93057.87544642133,22,1,E,0,0.2804487556878796,1
61,75332.58867907428,13,1,D,1,0.2222256214350855,1
46,131761.29426670063,13,1,E,1,0.32293420362518377,1
36,30445.078253206648,19,1,B,1,0.2125465359481596,1
42,225505.14545234528,26,0,B,0,0.21756336588294756,1
54,140492.94954589466,16,0,D,0,0.2350552383277728,1
31,116750.90463713696,23,0,C,1,0.24808254378727929,1
27,64060.71777886132,17,1,B,0,0.2891471511835276,1
18,63311.09561826449,25,1,B,1,0.3030454711654228,1
70,126411.56371731186,13,0,B,1,0.22156278998285062,1
34,100373.4008227299,20,0,A,0,0.21246759491359302,1
20,172646.63189883332,13,1,E,0,0.20075125848967856,1
27,146707.37923988304,18,1,E,0,0.26399757844046995,1
42,39354.35823518436,21,1,B,0,0.24596979721478684,1
18,49845.59173516483,11,1,E,0,0.2008646232164663,1
41,72297.83928379237,25,1,E,0,0.26404254267327193,1
31,152205.07585751393,25,1,B,1,0.34984688827497545,1
26,168569.98582474,14,0,C,1,0.3271799718315044,1
56,94945.07242739377,3,1,B,1,0.20102793626803184,1
37,37836.537983903625,21,1,B,0,0.2536975318655236,1
57,115139.63302510657,14,0,D,0,0.20741508406489867,1
18,87713.09510758893,26,1,B,1,0.31831250371673203,1
43,191486.8834267296,10,0,A,1,0.28474394649253176,1
21,60727.61769749023,19,1,A,1,0.205210446752465,1
43,37551.53246973536,27,1,D,1,0.211544586277582,1
24,59565.50633782416,18,1,E,0,0.24843218549487042,1
56,110170.25340415988,27,1,A,0,0.21734868347015518,1
40,39136.35508353828,27,1,D,1,0.1982358676062273,1
26,89098.31255949251,23,1,D,1,0.2681107709032429,1
23,58395.03212274224,24,1,D,1,0.23274274497078498,1
51,98802.48786921744,22,1,B,0,0.35414210969181964,1
69,268919.487792585,11,0,B,0,0.37050592882848066,1
23,60861.33094155767,23,1,A,0,0.22361797704842207,1
35,144715.26200664384,25,0,C,1,0.2774243215181425,1
36,375658.8973241489,3,0,E,0,0.5858594481255488,1
47,140337.81017347155,29,0,D,0,0.20518218617284012,1
20,41944.24491831898,18,1,C,0,0.19865092006220048,1
43,92949.58850762765,12,1,C,0,0.31349329280129457,1
60,185394.37041034296,10,0,B,1,0.25150273614869845,1
42,55923.28051435204,22,1,E,0,0.24304301289546615,1
70,133019.70125802717,19,1,D,0,0.24685273730888901,1
65,233823.95472190395,17,0,E,1,0.1991841760793832,1
28,90010.2284361588,24,1,A,1,0.2585867762399179,1
41,58157.1328129213,16,1,B,1,0.22474944776126696,1
30,189225.8768240369,16,0,E,0,0.2687077546791293,1
31,55549.4134379213,29,1,E,0,0.28939933576708504,1
26,114505.56843253586,29,0,A,1,0.2540371601665459,1
46,117966.18587425252,14,1,A,0,0.3773186449272917,1
49,51013.49329502929,22,1,B,0,0.24223763262268183,1
21,154420.9748603408,23,1,D,0,0.39095804648461635,1
25,51317.41295533353,29,1,E,1,0.242754150414914,1
47,139360.75789307995,19,0,C,0,0.22390362530040137,1
55,72642.7707777147,11,1,A,1,0.2167225474564466,1
28,148887.42214214866,29,1,C,1,0.3154409007715323,1
34,112715.42838315066,16,0,B,0,0.20745913935989024,1
70,262264.76179605315,11,0,E,1,0.27196356895995066,1
45,113255.45797125722,21,1,E,0,0.36838610838396235,1
36,132480.22282631093,26,0,C,0,0.3276636859272728,1
46,65826.33711996824,12,1,E,0,0.26865884639814375,1
54,101550.92977784704,22,0,B,0,0.21467312319731544,1
33,80294.59578383325,16,1,B,0,0.36020553117327647,1
70,43939.124256969226,23,1,B,1,0.2047056758697064,1
43,92466.7903057934,17,1,D,1,0.32944229219844867,1
22,207086.757464487,23,0,B,0,0.2902474882942949,1
27,144229.4919074817,26,0,E,1,0.20067668544182937,1
35,196874.27017133104,12,1,C,1,0.5247651823473256,1
65,174618.2879954452,11,0,C,1,0.2077399510428476,1
68,120808.24061423462,12,1,D,1,0.2865534541094536,1
42,60187.15003381789,27,1,E,0,0.20371580511085513,1
36,183045.23284036247,5,0,B,0,0.2278529736363337,1
60,81578.59860529525,19,1,D,0,0.20214157150126788,1
51,93638.93999491014,26,0,B,0,0.20785323742985823,1
56,83654.02017973081,21,1,B,0,0.33334406437022485,1
64,181704.47791817453,26,1,A,1,0.2621283848794628,1
34,153832.8748317662,18,0,B,0,0.3953729351806719,1
25,22957.198767623988,23,1,B,1,0.2438555380733524,1
41,113516.78549316988,21,1,E,0,0.353220860965001,1
67,16059.933638376238,28,1,D,0,0.37413660609072,1
35,52289.42217503691,26,1,A,1,0.20575995165863115,1
18,162451.82601536612,15,0,E,0,0.25910656886249783,1
43,156171.9393366796,22,1,E,1,0.296378002521577,1
27,68320.75637927317,19,1,C,0,0.30326186700608143,1
62,99176.81609547885,19,1,B,1,0.2496172028869892,1
27,78237.71198713659,11,1,D,1,0.25195902062784514,1
29,148747.67594484746,18,1,B,1,0.40332843089056203,1
52,87616.23365208018,23,0,B,1,0.20903318667910362,1
50,49483.5632535202,24,1,D,1,0.20951545963364887,1
32,101073.48248693396,24,1,B,1,0.3624944428855711,1
28,81575.01722147177,21,1,D,1,0.29792674575002803,1
21,88443.5164650807,15,1,B,0,0.346739378312796,1
63,106203.23371125937,18,1,B,1,0.24118011258034022,1
